id,x_0,y_0,sharpness,roundness1,roundness2,npix,sky,peak,flux_0,mag,group_id,x_fit,y_fit,flux_fit,flux_unc,x_0_unc,y_0_unc,iter_detected
178,147.46429211705652,129.72127236159807,0.39471448098764006,-0.19900110363960266,-0.06393877108984924,25,0.0,0.5307380557060242,4.7658281326293945,-1.695345941440001,122,147.22805097391787,129.52718378157206,11.960929652404877,0.2998829408238935,0.19588048955721588,0.12426653429402885,1
179,151.97969572125453,133.14734968894166,0.3985148196416101,-0.08352373540401459,-0.033144996598129625,25,0.0,0.8970474004745483,8.915401458740234,-2.375352260362851,122,152.0654497829374,133.19966891628374,20.292106468489717,0.6576766708260127,0.13396926100144943,0.13028989826858442,1
183,148.79059775633334,140.4631025618799,0.3694221880880311,-0.06371000409126282,-0.03455272314522313,25,0.0,0.18261165916919708,1.7969435453414917,-0.636336082683669,122,148.57920128810966,140.7387080091587,4.574875619598513,0.13639530366702898,0.04788534801553831,0.037825235281711056,1
180,82.53021305124923,134.27550508192846,0.39535434286201004,-0.025190841406583786,-0.10507726406121869,25,0.0,0.691644549369812,6.912598609924316,-2.099103349187142,123,82.53825407487939,134.32521425647863,18.47271268169861,0.17026659067711777,0.04215453455937039,0.034024354659511986,1
181,8.387097544032907,140.51358918349814,0.39148606121991014,0.25903967022895813,-0.04020877551483392,25,0.0,0.15637752413749695,1.3627301454544067,-0.33602465803275783,124,1.4343942297733514,147.55896080502225,36.87484718692102,0.13392826778937097,0.15090416305943014,0.11854126149999997,1
182,130.7587529093999,140.20635706468258,0.3875396349554292,-0.08337358385324478,-0.03717709788551509,25,0.0,3.802137613296509,39.210296630859375,-3.983500319513466,125,130.6888806016396,140.2613897670139,94.24173208087055,0.13967847122124988,0.13725544186918395,0.23461215827240633,1
184,217.13625194231776,141.17102960112783,0.3883045516519184,-0.06852134317159653,-0.04889795207729771,25,0.0,2.035607099533081,20.75699234008789,-3.292911062640866,126,217.1206077966048,141.27893182013977,48.58931817683615,0.1664177361597911,0.08474016270570382,0.09571984629625907,1
185,388.0440330775742,140.7758392454636,0.41384385874546153,-0.03714412823319435,0.0038311171944100724,25,0.0,0.6160159707069397,6.212936878204346,-1.9832423532961077,127,387.962550628878,140.81225116785936,14.557333383480124,0.7546732314039726,0.2003523567785098,0.3302644289143918,1
186,49.20751193167157,142.83590854751114,0.39606480021417717,0.015698516741394997,-0.04340130632013514,25,0.0,0.3485076129436493,3.3840956687927246,-1.323606580244796,128,49.13608441705757,142.57589164469073,9.435887810005966,0.23094646673025948,0.10119091520675035,0.11846953459336376,1
187,113.88806715129381,143.9741395361347,0.4630862689984793,-0.36929839849472046,0.3726131846960126,25,0.0,0.1263095736503601,1.1046916246414185,-0.10810265340673418,129,113.59014601139158,141.7431616096491,5.095323582206977,0.08308183344026544,0.035352616513891606,0.025242847652286984,1
188,357.59116411361924,144.49875310648906,0.482072854362402,0.12440404295921326,0.15975259944950376,25,0.0,0.14847353100776672,1.3576970100402832,-0.3320071539678848,130,357.4895810367302,144.40830603143368,3.9241479297566046,0.10837930263429697,0.019688675976752883,0.02770841845389026,1
196,359.915872106861,152.46656531494318,0.38662029500555833,-0.12263639271259308,0.21099108220138968,25,0.0,0.19978763163089752,2.0523581504821777,-0.7806328759991468,130,359.99253674654125,152.4999867091143,5.410902479815247,0.2937701167432356,0.061435691752862454,0.09525124899374218,1
189,1.4211113795272612,147.54435688877876,0.34816907969572963,0.08081571012735367,0.5377494593963534,25,0.0,1.391321063041687,17.904287338256836,-3.1323925976169136,131,2.541121168949278,147.10952014903654,-2.265926176914685,0.5398220757908009,0.00569295259928947,0.00459708679899726,1
190,312.6867185459921,147.78657137164987,0.3763449796059155,-0.025386596098542213,-0.07225607576149708,25,0.0,1.0683815479278564,10.625996589660645,-2.565924180474904,132,312.63898685233977,147.95160858553416,28.380868318938347,0.16781175783928376,0.055824060353194545,0.07183034968965125,1
191,411.83249025159836,149.35328368866905,0.38138095137271316,-0.045715730637311935,0.01804012419569505,25,0.0,7.3041486740112305,72.73866271972656,-4.654413281019233,133,411.77462475540824,149.35012825772037,181.48994123178417,0.11396896600534653,0.03302045438081979,0.038336358538585975,1
208,410.76976249177807,156.1845268132576,0.4753520953648681,0.2621016204357147,0.5043774843145156,25,0.0,0.41544055938720703,3.257812976837158,-1.2823153722309677,133,410.9183281973244,157.32565704287347,6.10539570235209,0.12581070687649148,0.020888736255033895,0.018531758276826755,1
192,201.67527459297105,149.8144595944439,0.39803152560872956,0.08894539624452591,-0.19570287851097598,25,0.0,0.10667967796325684,1.1186529397964478,-0.1217384207217477,134,201.8616360670708,149.74926996859514,2.8513957740252676,0.33996182479200426,0.09951259732276724,0.09092650068357325,1
194,193.53814417048451,152.0851498676104,0.416434060616061,0.007835826836526394,-0.11090687887622043,25,0.0,0.20150594413280487,2.06634783744812,-0.7880085751092698,134,193.54929486329098,152.15921376737805,5.134285945636099,0.09990014792077899,0.036450704991219655,0.06020027343250223,1
201,187.1644162220414,154.27988406906871,0.31474630539413206,0.2987927496433258,-0.07204177329642043,25,0.0,0.14946094155311584,1.768854022026062,-0.6192299835681402,134,186.58365427107955,154.48294100530543,4.158216794005766,0.2948087249606303,0.18389110464426214,0.16853070068914766,1
193,321.28765530523833,150.86772781005092,0.35057674771316005,-0.1476130187511444,-0.15815817150393946,25,0.0,0.11453394591808319,1.3019778728485107,-0.2865090086191231,135,321.74524812835745,151.20237124602178,2.35308388224389,0.08813131647631313,0.060614956724793244,0.05806920252582623,1
195,270.1680664466837,151.5796000942797,0.27648111932284875,-0.04677422717213631,0.03543426620799866,25,0.0,0.14198996126651764,1.7034199237823486,-0.5783043064902155,136,270.2588058845772,151.64185975639694,3.632835545364753,0.10675622304984697,0.01940527629348232,0.01602216738507123,1
197,80.53709729949473,153.27556462938054,0.40757651293771335,-0.004692015703767538,-0.03155954903885795,25,0.0,0.8324551582336426,7.8973259925842285,-2.243700163906397,137,80.46319321121531,153.23299841874058,21.288302399088174,0.19883296984998197,0.10944455266380282,0.1327359978309293,1
203,88.21018047096327,155.0362492127617,0.40599956916450886,-0.13466480374336243,-0.14999704186511675,25,0.0,0.9750254154205322,9.631606101989746,-2.4592467829908036,137,88.35966934682537,155.05441582029033,23.4301302212772,0.1372492961575368,0.00885714764334685,0.006663152256344516,1
209,78.580947594658,159.50291442397824,0.4407584277273714,-0.2438889741897583,-0.0070694212782251705,25,0.0,0.230772465467453,2.0646700859069824,-0.7871266638105276,137,78.41443621424372,159.85834544379426,4.709281422448314,0.12018256219418355,0.15165667900286264,0.1322138166490586,1
211,87.7885005016327,162.68821159485466,0.47486399804271034,-0.002157112816348672,0.15959716365432208,25,0.0,0.3093733787536621,2.580261707305908,-1.0291593930811933,137,87.65904109306425,162.98739372252052,7.320282057746027,0.13165194913032882,0.11328765721033478,0.11456054698723092,1
198,163.76382408675698,152.75927268406076,0.3663007319178996,0.14945413172245026,0.016178596634900802,25,0.0,0.17926929891109467,1.9908291101455688,-0.7475849560629735,138,163.58207361129828,152.79465638891,5.086350372040009,0.10238880775467972,0.0725481856956077,0.05634284356607923,1
199,223.48892016328574,152.96610232418257,0.4063328008041218,0.017185021191835403,-0.09855283658123867,25,0.0,0.4321977198123932,3.930001735687256,-1.485981855454617,139,223.65162509073213,152.8209144831343,11.870505076074071,0.10015414468736653,0.11057476259051188,0.08670202443698519,1
210,220.71999854939017,160.55398669570476,0.3851296448673346,0.07752286642789841,0.03816141762989611,25,0.0,1.2119725942611694,12.128030776977539,-2.7094757259670095,139,220.65970173698048,160.7166064149325,32.899897617106525,0.15109732025789882,0.007028989580932905,0.006217354407907818,1
200,239.05642899828695,152.57606834814203,0.3763135735066632,-0.0023101079277694225,0.02470077348740404,25,0.0,9.081171035766602,88.90586853027344,-4.872326072453544,140,239.04707895445884,152.63709758221833,227.77127899883664,0.1774194208648707,0.026150212514288833,0.037657647448995545,1
202,346.6532487905393,153.883043034547,0.4381014098577148,-0.15508858859539032,-0.21397294884557044,25,0.0,0.12384862452745438,1.2602745294570923,-0.25116289779716405,141,346.6748192771513,153.8494935761214,3.4094436645720743,0.20068391556571955,0.21496321556525524,0.23395833837009894,1
204,454.69355032808585,154.91874867606174,0.4205338804599043,-0.18011796474456787,-0.29860261296363655,25,0.0,0.12410782277584076,1.2206300497055054,-0.21646014324331586,142,454.6592647054999,154.95208867090943,3.3497661446245393,0.17607722070565127,0.03214549902729564,0.02849559094842916,1
206,117.64563135902348,157.60779757782097,0.4117653212168113,-0.073640376329422,-0.08229369520373164,25,0.0,0.59071946144104,5.338778495788574,-1.8186047562315268,143,117.67504161098134,157.66498961186085,15.515007021747145,0.11141462486256413,0.1060958725074666,0.07766686262928078,1
207,112.71335053437606,158.32477582588263,0.37582700364364446,-0.047271452844142914,-0.9558634846608118,25,0.0,0.2672879993915558,1.7863997220993042,-0.6299466062562651,143,113.00497214253754,158.5419580123552,5.845111607709195,0.10249575437852218,0.0742269977995334,0.09424367267844147,1
212,35.85069513984546,164.1779827832082,0.3843476103151155,-0.04244786873459816,0.01857825886842549,25,0.0,0.2639274299144745,2.7331888675689697,-1.0916741078713803,144,35.618313374053585,164.415107450556,7.067081218159183,0.15476654235389584,0.007586130386809167,0.0074765250639047,1
213,22.72003892289483,165.51198958615225,0.22733070338839703,-0.2958117425441742,-0.13374465437358787,25,0.0,0.15354014933109283,1.4263914823532104,-0.3855968420018752,145,22.488836400344734,165.66408674964134,5.854172108276928,0.12272655681217458,0.037746854202741306,0.03871231892523231,1
214,142.02618449071568,167.25124921975743,0.4924700990785256,-0.37709587812423706,-0.2643649120888327,25,0.0,0.11398385465145111,1.1948744058609009,-0.19330564666626115,146,142.06892085517282,167.5175987917745,2.8827116060003872,0.13194271668180194,0.06271387272257455,0.05312615168158053,1
215,119.95492256039998,169.45288126835695,0.24172087035978193,-0.2840759754180908,0.011064093253344424,25,0.0,0.09373007714748383,1.1535453796386719,-0.15508671005784175,147,120.44285884719613,169.51302801812278,3.0260743302805007,1.9923696672327753,1.2860209285038295,1.0213496627771006,1
216,94.34130244070884,173.41854566852004,0.4157751206225627,0.02347499318420887,-0.0032872817765618677,25,0.0,0.4140245318412781,4.029287338256836,-1.5130705977150247,148,94.45053468720673,173.57194019026693,11.207230671695456,0.13617409588528345,0.14973080744878628,0.1128004222337949,1
217,214.18356626006437,173.37663969451893,0.3858817909164677,0.007084908429533243,-0.012141936038109832,25,0.0,6.436745643615723,63.77294921875,-4.511591254159067,149,214.1409134263938,173.39118024300856,159.63975415594814,0.5449856164165101,0.01508432181410669,0.016820246902052333,1
218,428.2838127784068,175.46750635473614,0.3931376006180549,0.11857403814792633,0.045347583569580165,25,0.0,0.6538555026054382,6.797560691833496,-2.080882734657934,150,428.2567659008492,175.49501033874247,15.84561946634461,0.1481516708830379,0.06171103123199064,0.0525688360229209,1
219,301.84395133973084,176.31397398043896,0.3809384038367536,0.35487887263298035,0.035151241408539854,25,0.0,0.10300958156585693,1.1874233484268188,-0.18651396062710213,151,301.7126821719912,176.5546158632921,2.733415758458859,0.09062237347566872,0.011237015301052988,0.01447263056863365,1
220,82.73686493182616,177.7292930281251,0.3924536752234131,-0.12080812454223633,-0.20794217139620333,25,0.0,0.12041720747947693,1.1246254444122314,-0.12751976276277802,152,81.4669488983285,185.69871111146347,7.857169681368414,0.24458744187233591,0.1296551144980668,0.1278593351236882,1
221,129.11025579664442,178.4149807603393,0.4816410964875618,0.1029125526547432,0.22779594550720542,25,0.0,0.17479579150676727,1.5478298664093018,-0.47430805601532017,153,128.89436878424323,178.1039689677045,4.129956021546905,0.1625001833352148,0.03405937800898946,0.026116348677227365,1
226,129.85163364617483,183.7292278694907,0.4452569433465454,0.08189791440963745,-0.1614594637692408,25,0.0,0.13456715643405914,1.1168659925460815,-0.12000266826546863,153,129.64498048597483,183.94628534985566,3.9480564655360473,0.10620244803863653,0.0060282930445661,0.0043889056963443964,1
