    mch    max      nmg    fet     nU   nB   nV   nR   nI    hU   hB   hV   hR   hI     RA (2000.0) Dec        dRA   dDec
    139    116     5442     72     54   59   66   66   66    16   15   15   15   15  10 00 46.05 -07 31 26.9   16.7  17.0   GD108 
    233     46    16001    277      0  100  142    0  145     0    6    8    0    7  10 03 07.11 -26 09 53.1   13.5  12.7   NGC3109 
   1466    414    82231    415     17  335  288  330  322    13   33   38   19   33  10 05 15.82 +00 04 35.4   32.8  31.1   Pal3 
   2162    253    17710    260      0   28   48    0   48     0   15   23    0   35  10 07 02.17 +16 05 04.5   19.5  19.5   Segue1 
   3466    733   168120   2187      1 2016 2048 1860 1998     1   58  100   26   77  10 08 16.37 +12 23 34.4   38.8  36.0   LeoI 
    322     90    16538    250      0   47   53    0   53     0    5    6    0   16  10 11 02.15 -04 41 42.4   12.9  12.5   SextansA 
   8795    836   529482   1541      0 1159 1256    0  990     0  148  183    0   87  10 12 18.41 -01 31 53.9   77.9  75.8   Sextans 
   3162   1515   150928   1861    849 1483 1497  368 1430     9  194  297   35   72  10 17 26.80 -46 24 50.4   36.3  36.5   NGC3201 
   1036    150    85930    559      0  164  416    0  420     0   11   17    0   42  10 34 16.51 +51 55 13.2   34.5  32.9   UMaI 
     47     49     1159     22      0   17   21    0   20     0   12   12    0   13  10 34 53.02 -34 26 35.1    3.3   3.5   SN1993B 
    760    256    88075    567    110  113  279    0  257    27   50   82    0    5  10 35 20.46 -58 12 07.9   19.3  14.6   NGC3293 
     31     33      582    100     59   93   97    0   97     7    9    7    0    8  10 37 05.71 -27 30 00.5   19.2   9.3   NGC3311 
    592     76    10962    383    274  379  379  378  379    10   10    5    8   10  10 38 57.93 -27 21 43.9   30.6  28.2   Hydra 
   1755   1022   150411    710    542  703  703  700  702     5   23  255   22   36  10 44 31.30 -59 35 24.5   33.2  30.3   Tr14 
    125    127     1112    200    104  150  180  180  179    21   21   21   21   21  10 49 49.50 +00 38 17.3   19.3  18.8   J10495 
   2396   1502     2926    245    118  167  208  179  201    27   50   68   41   59  10 50 09.50 -00 00 38.5   22.8  23.5   PG1047 
     33     35      268     40      0   25   29    0   22     0    6    7    0    6  10 50 57.03 +06 49 20.9   15.8  11.0   G44_40 
